"note","candidate_name","response","q_id"
"Hvort tveggja nauðsynlegt. Almennt ættum við að leggja meira til alþjóðasamfélagsins þar sem þörfin er brýnust. ","Anna Ólafsdóttir Björnsson","Hvorki né",53
"","Anna Ólafsdóttir Björnsson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"Vantar í þessa spurningu að tryggja að ávallt sé valkostur að fara aðra leið og borga ekki tollinn. ","Anna Ólafsdóttir Björnsson","Vil ekki svara",55
"","Anna Ólafsdóttir Björnsson","Ekki mikilvægt",56
"","Anna Ólafsdóttir Björnsson","Ósammála",57
"","Anna Ólafsdóttir Björnsson","Atvinnuleysi",58
"Hrunið ætti að vera lexía. ","Anna Ólafsdóttir Björnsson","Ósammála",59
"","Anna Ólafsdóttir Björnsson","Ósammála",60
"","Anna Ólafsdóttir Björnsson","Ósammála",61
"Svarið ,,hvorki né"" finnst mér ekki duga til að segja: Hvort tveggja vegur jafn þungt. ","Anna Ólafsdóttir Björnsson","Vil ekki svara",62
"","Anna Ólafsdóttir Björnsson","Mjög ósammála",63
"","Anna Ólafsdóttir Björnsson","Frekar hlynnt(ur)",64
"Trúarbragðafræði allra trúarbragða væri lærdómsrík kennslugrein en veit ekki hvort unnt er að sjá fyrir slíkri kennslu. ","Anna Ólafsdóttir Björnsson","Hvorki né",65
"Mér finnst að bænahald allra trúarbragða eigi að leyfast í leik- og grunnskóla. ","Anna Ólafsdóttir Björnsson","Ósammála",66
"Stóriðjuhugmyndin er hallærisleg risaeðla. Framgangur þjóðfélagsins á að byggja á fjölbreyttu framtaki einstaklingsins. (CCP, Össur, Latibær, Marel....).

Stóriðjuframkvæmdir ríkisins er svona svipað og ef að mamma mín kæmi alltaf heim til mín að elda matinn eftir að ég væri fluttur að heiman.","Ingimundur Þór Þorsteinsson","Mjög ósammála",1
"Ekki langt frá 80% af virkjunum landsins eru vegna áliðnaðar í landinu.  Ein hugmynd, næstum eitt fyrirtæki....það þarf ekki mikið viðskiptavit til að sjá að það er ekki skynsamlegt.

Aðal viðskiptahugmynd þessarar 300þús manna þjóðar ætti að vera ""að vera fyrirmyndarþjóð"". Næstu virkjanir sem við neyðumst til að reisa eiga að vera til að framleiða vetni  sem orku fyrir þjóðina með það að markmiði að þurfa ekki að flytja inn jarðefnaeldsneyti.

...og til hvers að láta ""Portugala"" reisa hér álver og fylla það síðan af erlendum innfluttum starfsmönnum knýja það áfram með því ausa yfir okkur eimyrju og tortíma að eilífu náttúru okkar sem betur væri nýtt og notið á annan veg.

Ég trúi á einkaframtak þeirra sem búa á Reykjanesinu til að skapa sér störf sem þeir vilja vinna og silja eftir sem grunn fyrir börnin sín.

Ekkert álver í Helguvík takk fyrir","Ingimundur Þór Þorsteinsson","Mjög andvíg(ur)",2
"Ef að nágranni minn skilur eftir bílinn í gangi í innkeyrslunni hjá mér þá á hann að sjá til þess að verði ekki fyrir skaða af útblæstrinum.

Þetta er svo sjálfsagt að enginn nema blindur kapítalisti sér þetta öðruvísi","Ingimundur Þór Þorsteinsson","Mjög hlynnt(ur)",3
"Það gleymist alltaf að spyrja megin spurningarinnar ""þarf að virkja ?"".  Íslendingar ætla að hætta stóriðjuframkvæmdum og þá þarf ekki allar þessar stóru virkjanir.  Við viljum reisa margar mismunandi virkjanir um allt land og byggja þær sjálf þannig að af því verði bati fyrir efnahag okkar þjóðar en ekki yfirspennt hagkerfi í 2-3 ár.

Vindmyllur, rennslisvirkjanir, sjávarfallavirkjanir, virkjanir í smærri ferskvatnsám ofl í mannlegum stíl.  Tvær vindmyllur til að fæða lítið byggðarlag með fjölbreyttum smáiðnaði er eins mikið til fyrirmyndar eins og það væri óhugnalegt að reysa 100 vindmyllur til að búa til áldósir sem að fara á ruslahaugana í Bandaríkunum.

Fólkið við Þjórsá vill ekki þessar virkjanir, ferðaþjónustan vill þær ekki, laxinn vill þær ekki, ég vil þær ekki.
","Ingimundur Þór Þorsteinsson","Mjög andvíg(ur)",4
"Styrkleiki okkar felst í smæð okkar.  Við getum átt viðskipti við hvaða þjóð sem er í heiminum þó svo við séum ekki í ESB.  Við þurfum ekki nema agnarlítið brot á erlendum markaði til að hafa það gott hérna.  Við getum átt gott samstarf við allar ESB þjóðirnar þó svo við göngum ekki í bindandi  samstarf við þær.  Við getum tekið upp þær reglur sem okkur sýnist.

Þetta er svona eins og Porsche eða hraðlest.  Ef að við göngum ekki í ESB þá erum við eins og Porsche þeas getum gefið snarlega í og hægt og beygt og hvað sem er.  Ef að við göngum í ESB þá verðum við eins og hraðlest, rosalega lengi að fara af stað og mjög lengi að stoppa, stoppum lengi í einu og getum bara farið beint.

Það að ganga í ESB með einhverju sér samkomulagi um einstök atriði væri alveg það sama og þegar við gerðum Gamla sáttmála árið 1262 þeas nokkrum árum seinna voru allir búnir að gleyma sáttmálanum og þjóðin búin að tapa sjálfstæði.

Við getum líka bara beðið í svona 100 ár með að ganga í ESB.  Það er alltaf hægt að gera það seinna.","Ingimundur Þór Þorsteinsson","Ísland á að hætta aðildaviðræðum",5
"Sjá skýringar við fyrri spurningu","Ingimundur Þór Þorsteinsson","Hagsmunum Íslands er best borgið í ESB",6
"Ég segi norska krónu en af hverju ekki bandaríkadal.  Klárlega eigum við að hætta að nota íslensku krónuna því það er ekki einu sinni hægt að reka lítið fyrirtæki á alþjóðamarkaði þar sem að arðsemin sveiflast fram og til baka um tugir prósenta vegna gengi gjaldmiðils.  Áhættuliður sem að stjórnendur fyrirtækisins geta engan vegin stjórnað.

Hvaða gjaldmiðil við sækjumst eftir að taka upp er 80% verkfræðileg og fjármálaleg spurning.  Stjórn fjármála landsins ætti að stórum hluta að koma frá óháðum ráðgjöfum t.d. í einkageiranum líkt og fiskveiðum er að stærri og stærri hluta sjtórnað út frá ákvörðunum rannsókna vísindamanna.

Ég ætla sem sagt að spyrja ráðgjafa hvort og hvaða gjaldmiðil væri vert að taka upp.","Ingimundur Þór Þorsteinsson","Norska krónu",7
"Í fyrirmyndarlandi er ekki her eða hernaðarbandalag heldur bara friðarbandalag.

Þetta er bara ""prinsip"" hluti af því að vera fyrirmyndarþjóð","Ingimundur Þór Þorsteinsson","Mjög hlynnt(ur)",8
"Það er ekki talið gott að kanínur taki sé bústað í Lundaholum.

Við eigum að sjálfsögðu ekki að senda fólk heim til sín þegar það ígildi þess að taka það af lífi en við leysum heldur engin mál að að taka við örfáum.  Við eigum frekar að leggja krafta okkar í að vekja aðrar þjóðir  til aðgerða þegar hlutirnir fara úrskeiðis í öðrum löndum.  Við hefðum aldrei geta tekið á móti 800.000 manns frá Rúanda en við hefðum getað öskrað hátt yfir heimsbyggðina viðvörunarorð um að verið væri að fremja þjóðarmorð.","Ingimundur Þór Þorsteinsson","Hvorki né",9
"Enn sem komið er sennilega skárra að stýra þessu með tollum en.... Íslenskur landbúnaður er að framleiða matvæli sem eru algerlega í takt við þá vakningu sem er að verða í heiminum.  Hér er hreint vatn, ómengaður jarðvegur, umhverfið ekki fullt af erfðabreyttum nytjajurtum og dýrum osfv.  Úr því að það er hægt að selja kók í vanþróuðu löndunum þá er hægt að selja hágæða íslensk matvæli á nokkrum litlum mörkuðum erlendis.   Það er á vissan hátt ""draumur minn"" að öll íslensk matvæli verði flutt út og það verði ekki eftir eitt lambalæri fyrir íslendinga.  Þann dag skulum við aflétta tollunum og bjóða Íslendingum til ""veislu"" af nægtarborðum annar þjóða....eða hvað ?

Það breytir því ekki að íslenskur landbúnaður þarf smám saman (fyrr en seinna) að fara að starfa eftir eðlilegum markaðslögmálum og þá þurfum við líka bara að borga það sem það kostar.  Ef að fólk getur borgað 300 kr fyrir 1 líter af kók þá er líka hægt að borga það fyrir 1 líter af mjólk.

Margt fleira hægt að segja um þetta en stoppa hér í bili.","Ingimundur Þór Þorsteinsson","Sammála",10
"Ég bara trúi ekki á þetta ""halelúja !,  öll dýrin í skóginum eiga að vera vinir"".  Í fuglabjarginu eru Langvíurnar sér og Riturnar sér og þannig held ég að því verði best farið fyrir manninum líka sem meginreglan.  Að sjálfsögðu má landið vera opið fyrir fólki sem að kemur hingað af ærinni ástæðu. Stundum þurfum við á öðru fólki að halda, stundum dregur ástin fólk hingað upp ofl slíkt.

Alveg óþarfi að vinna eitthvað sérstaklega í því að útidyrahurðin sé alveg opin upp á gátt nótt sem dag þó svo það megi opna hana fyrir ýmsum gestum.","Ingimundur Þór Þorsteinsson","Mjög andvíg(ur)",11
"Regla númer eitt.....Við eigum að eiga sjálf landið sem við búum á.","Ingimundur Þór Þorsteinsson","Mjög andvíg(ur)",12
"Tungumálið er límið í þjóðfélaginu.
Tungumálið er ástæðan fyrir því að við erum þjóðfélag.

Hvernig litist ykkur á að fljúga með flugvél þar sem flugmaðurinn talar íslensku, flugstjórinn talar pólsku, flugumferðarstjórinn esperantó og flugfreyjurnar rússnesku.

Þetta þarf bara ekkert að ræða frekar","Ingimundur Þór Þorsteinsson","Mjög hlynnt(ur)",13
"Mér sýnist að þetta fari alfarið eftir því hvaðan fólk kemur og fáránlegt að gefa eitt svar út fyrir þetta.  Alveg klárt mál að hver sá sem vill og fær aðstöðu til þess getur aðlagast og búið í sátt í nýju samfélagi.

Hver sá sem ekki samlagast verður bara eins og olíudropi í tunnu.","Ingimundur Þór Þorsteinsson","Mjög ósammála",14
"Sjá skýringar mínar við fyrri spurningum. Íslenskur landbúnaður þarf smám saman (fyrr en seinna) að fara að rekast eins og önnur fyrirtæki í landinu.  ","Ingimundur Þór Þorsteinsson","Styrkirnir eru alltof háir",15
"","Ingimundur Þór Þorsteinsson","Skattbyrðin er hæfileg",16
"Það er ekki endilega hollt að hlutirnir séu ""ókeypis"".  Ég hef á sama tíma ekki áhyggjur af því að það séu margir þarna úti í þjóðfélaginu sem að ekki geta orðið sér út um 60.000 kall til að komast í háskóla.

Kannski harðneskjulegt en þetta er samt mín skoðun","Ingimundur Þór Þorsteinsson","Hlutlaus",17
"Mér finnst ekki óeðlileg að það sé aðeins stígandi í prósentu með hækkandi launum.  Mér finnst líka bara mjög gott að fólk geti unnið fyrir háum launum.  Í staðinn fyrir að leggja sérstakan skatt á ofurlaun þá eiga ofurlaun bara ekki að vera til.  Hver er munurinn á bankamanni sem að er með 10 miljónir í mánaðarlaun eða þeim sem er með 100miljónir í mánaðarlaun.  Það er engin homo sapien svo merkilegur að hann verðskuldi laun sem eru svo há að 1.000 almennir þjóðfélagsþegnar þurfi að sætta sig við laun sem eiginlega duga ekki til framfærslu á fjölskyldu.  Í mínum augum er þetta þjófnaður sem að ekkki á að vera til í fyrirmyndarþjóðfélagi.

Allir að borga nokkurn veginn sömu prósentu í skatt eftir skattleysismörkin og fínt að til séu góð og mjög góð laun en engin ofurlaun sem eru ígildið þjófnaðar.

Einhverjum kann að finnast þetta hallærisleg skoðun en það hefur ekki sýnt sig að hin aðferðin sé sú eina rétta.","Ingimundur Þór Þorsteinsson","Hvorki né",18
"Á meðan að fólk getur láti bíla og rútur og strætó ganga lausagang til hægri og vinstri þá er eldsneytisverð ekki of hátt.","Ingimundur Þór Þorsteinsson","Skattar eru hæfilegir",19
"Það er ekki nauðsynlegt að hafa málverk á veggnum í stofunni en mikið afskaplega er það notalegt og gerir lífið fjölbreyttara.  Það er ekki hollt að hér geti bara orðið til list sem að er arðvænleg fyrir listamanninn.



500 miljónir er svo lág upphæð að það tekur því varla að rífast um það","Ingimundur Þór Þorsteinsson","Frekar hlynnt(ur)",20
"Við gætum reiknað það út að það sé ekki hagkvæmt að búa á Íslandi.  Við gætum líka reiknað það út að það sé ekki hagkvæmt að búa nema á höfuðborgarsvæðinu.  Við getum líka ákveðið að við ætlum að búa sem best og víða um landið vegna þess að það sé mannlega betra fyrir alla í landinu.  Ég nenni ekki að mæta þessum fótbolta hugsunarhætti þar sem  bláar treyjur eru  á móti grænum treyjum.  Við þurfum að byggja upp sterka byggðarkjarna á nokkrum stöðum á landinu þannig að verði eftirsóknarvert að búa á öðrum stöðum en á bara á höfuðborgarsvæðinu.  Hver króna til uppbyggingar á landsbyggðinni á að skila sér í tvær  og þess vegna er okkur óhætt að setja fleiri krónur þarna. Ég er ekki að tala um einhverja ""aumingja styrki"" heldur krónur sem eiga að skila sér. Er ekki eitthvað rangt þegar sveitarfélag á einu fiskiskeri situr upp með miljarða í afgang og annað getur ekki rekið skóla eða komið á netsambandi.  Við búum öll á einu landi..saman.","Ingimundur Þór Þorsteinsson","Mjög sammála",21
"Auðvitað vill einkarekinn rekstur fá að hagnast á hverju sem er hvort sem það heitir brauð, vændi, netsamband, áfengi eða fíkniefni.  Það er bara ekki þjóðhagslega hagkvæmt eða bætandi að setja áfengi og fíkniefni beint fyrir framan nefið á öllum og nota svo skattpeninga í að reyna að fá fólk til að kaupa ekki vöruna.  Verslunarrekstur verður bara að finna sér eitthvað annað til að hagnast á og viti borið fólk í landinu þarf bara að hafa þor til að hafa þessa skoðun.","Ingimundur Þór Þorsteinsson","Mjög andvíg(ur)",22
"Stjórnvöld landsins eiga að reka alla mögulega miðla sem hægt er til að upplýsa þjóðina og fræða.  Einungis slíkt efni á að vera þeim miðlum en afþreyingarefni á fólk að geta sótt sér í einkamiðla ef það vill.

Sem sagt enga tilbúna skemmtiþætti, engar amerískar myndir eða sápuóperur eða auglýsingar á miðlum stjórnvalda, bara upplýsingar  og uppbyggilegt efni.

Ef að ég ætti að velja á milli þess að vera útvarpsstjóri, ritstjóri fréttablaðs eða forsætisráðherra þá mundi ég velja fjölmiðlastarfið því þannig get ég haft áhrif.  Fjölmiðlar  eru fjórði og mikilvægasti hluti stjórnkerfisins og alveg út úr myndinni að sá hluti sé einungis í höndum þeirra sem hafa fjármagnið til að koma sér í þá stöðu.","Ingimundur Þór Þorsteinsson","Mjög hlynnt(ur)",23
"Ef að ég fæ lánaðan einn líter af mjólk þá skila ég bara einum líter af mjólk í kúnna.  Það er kannski ekki óeðlilegt að hún fái nokkra dropa sjálf en það er líka alveg í lagi að sú áhætta liggi hjá kúnni að hún fái ""bara"" líterinn sinn til baka.

Er þetta skírt svar ?","Ingimundur Þór Þorsteinsson","Mjög hlynnt(ur)",24
"","Ingimundur Þór Þorsteinsson","Frekar hlynnt(ur)",25
"sjá skýringar mínar við listamannalaun","Ingimundur Þór Þorsteinsson","Mjög sammála",26
"Ég verð að viðurkenna að ég hef ekki fullmótaða afstöðu hér og þar að auki er þetta fjármálaverkfræði sem að þarf að ganga upp fyrir báða aðila.  Ég veit bara að ef að ég kaupi bíl  fyrir 3 miljónir og leigi þér hann í 10 ár þá vil ég að leigan fyrir hann dugi fyrir rekstrinum og minni vinnu við umsýsluna og að ég geti selt hann og keypt annan alveg eins bíl að 10 árum liðnum.  Hvort að það heitir verðtrygging eða vextir er spurning um aðferð en dæmið þarf að ganga upp.

Er einhver sem að sér þetta öðruvísi","Ingimundur Þór Þorsteinsson","Hvorki né",27
"Ég hef farið varlega og er með allt mitt í skilum.  Nágranni minn var óheppinn og kannski líka aðeins óvarfærin og stendur frammi fyrir skuldum sem er augljóst að hann getur aldrei greitt.  Ef að hann fær niðurfellda miljón á ég þá ekki að fá miljón líka ?

Það er búið að afskrifa miljarða sem einstaklingar í skjóli fyrirtækja hafa ""stolið"".  Ef að við ætlum að framkvæma sömu vitleysu fyrir almenning þá verður það að vera fyrir ALLA.

Ég er ekki með lausnina á silfurfati en þetta er örugglega eitt af þremur stærstu málum þjóðarinnar að leysa.","Ingimundur Þór Þorsteinsson","Hvorki né",28
"140þús dugir ekki til að framfleyta fjölskyldu.
140þús dugir fyrir einstakling í fæði og húsnæði í foreldrahúsum og er kannski bara of mikið.

Hvers vegna ekki að hafa þetta frjálsara.  Fólk þarf hvort sem er að greiða þetta sem lán til baka og þá á það að vera meira í hendi fólksins hversu mikið það þarf til eigin framfærslu.

Þessu ber því ekki að svara ""of mikið"" eða ""of lítið"".","Ingimundur Þór Þorsteinsson","Framfærslan er of lág",29
"Hluti af hverju þjóðfélagi er öryrkjar og slíkt fólk á að fá greiddar bætur og eða aðstoð til að lifa sómasamlegu lífi.  Upphæðirnar ber að reikna út en ekki að ákveða sem illnauðsynleg útgjöld til að lágmarka.","Ingimundur Þór Þorsteinsson","Veit ekki",30
"Það ætti engin að fá atvinnuleysisbætur öðruvísi en að vinna fyrir þeim.  Atvinnuleysisbótakerfið á að vera þannig að fólk leggi virkilega hart að sér að skapa sér eða finna sér vinnu.  Ég er þreyttur á því að vinna 16 tíma á sólahring til að skapa mér mína eigin vinnu sem og öðrum og horfa svo á fólk sem hefur flutt hingað til landsins er á atvinnuleysisbótum og rekur svo bílaverkstæði í svörtu hagkerfi.  ","Ingimundur Þór Þorsteinsson","Bætur eru alltof háar",31
